order_id,order_ts,customer_id,region,channel,sku,qty,unit_price,discount_pct,status
ORD-1012633,2025-09-27T02:04:00,CUST-01175,East,partner,SKU-0121,2,321.52,0.00,completed
ORD-1007228,2025-03-26T13:43:00,CUST-01328,North,web,SKU-0136,7 ,285.64,0.00,completed
ORD-1011148,2025-11-03T22:46:00,CUST-00925,West,retail,SKU-0053,7,82.50,0.00,completed
ORD-1012825,2025-04-25T23:42:00,CUST-00823,West,mobile,SKU-0085,8,24.65,,completed
ORD-1003483,2025-06-03T18:18:00,CUST-00084,East,partner,SKU-0028,5,271.31,,completed
ORD-1001946,2025-02-28T03:49:00,CUST-01064,West,partner,SKU-0142,2,198.52,0.00,completed
ORD-1006317,2025-08-14T13:27:00,CUST-00899,East,partner,SKU-0047,1,132.46,0.00,completed
ORD-1001978,2025-10-30T15:16:00,CUST-01609,South,retail,SKU-0150,5,31.15,0.00,completed
ORD-1002703,2025-11-14T21:42:00,CUST-01885,Central,web,SKU-0025,6,353.58,0.00,cancelled
ORD-1001529,2025-06-28T09:43:00,CUST-00959,South,web,SKU-0006,6,301.69,0.00,completed
ORD-1003263,2025-04-23T20:13:00,CUST-01954,North,partner,SKU-0134,7,172.72,0.00,completed
ORD-1008813,2025-11-03T09:59:00,CUST-01408,South,mobile,SKU-0032,5,141.17,0.21,completed
ORD-1006985,2025-11-23T01:44:00,CUST-00868,West,partner,SKU-0017,7,354.27,0.00,completed
ORD-1008628,2025-10-21T08:36:00,CUST-00512,Central,mobile,SKU-0021,7,307.96,,completed
ORD-1009668,2025-10-11T23:14:00,CUST-01508,East,retail,SKU-0063,-6,70.08,0.00,returned
ORD-1008779,2025-09-06T19:49:00,CUST-01233,South,web,SKU-0175,2.0,487.98,0.11,completed
ORD-1005430,2025-08-04T15:05:00,CUST-00572,East,retail,SKU-0132,2,105.40,0.00,completed
ORD-1005027,2025-05-25T16:44:00,CUST-00900,North,web,SKU-0011,8,299.40,0.14,completed
ORD-1009609,2025-12-25T21:33:00,CUST-01166,Central,web,SKU-0096,-7,268.49,0.32,returned
ORD-1001351,2025-01-20T11:06:00,CUST-01256,North,retail,SKU-0143,8,131.90,,completed
ORD-1006547,2025-08-05T05:55:00,CUST-00513,East,retail,SKU-0143,6,144.37,0.17,completed
ORD-1000699,2025-10-30T08:13:00,CUST-02279,North,mobile,SKU-0120,4,106.98,0.00,completed
ORD-1006655,2025-03-05T23:15:00,CUST-00854,West,web,SKU-0060,7,252.67,0.06,completed
ORD-1012645,2025-08-19T11:05:00,CUST-02065,West,partner,SKU-0038,6,318.37,0.00,completed
ORD-1009225,2025-10-03T20:56:00,CUST-01751,South,web,SKU-0164,6,244.55,0.34,completed
ORD-1009623,2025-01-10T19:30:00,CUST-01428,Central,mobile,SKU-0132,4,95.94,0.00,completed
ORD-1008622,2025-03-17T16:39:00,CUST-00062,East,retail,SKU-0033,-7,368.39,0.00,returned
ORD-1006923,2025-10-26T13:47:00,CUST-00421,North,retail,SKU-0106,8,74.92,0.22,completed
ORD-1012165,2025-08-11T08:35:00,CUST-00274,East,mobile,SKU-0061,6,191.32,0.25,completed
ORD-1000316,2025-10-22T05:48:00,CUST-00447,East,retail,SKU-0132,3,107.85,0.33,completed
ORD-1004203,2025-06-26T10:39:00,CUST-00329,East,retail,SKU-0138,5,468.35,0.00,completed
ORD-1011218,2025-04-12T08:08:00,CUST-02298,West,mobile,SKU-0125,1,148.63,0.18,completed
ORD-1003167,2025-11-17T05:15:00,CUST-01872,South,mobile,SKU-0163,5,120.27,0.00,cancelled
ORD-1008360,2025-11-20T02:55:00,CUST-00133,West,mobile,SKU-0085,4,27.72,0.00,completed
ORD-1010938,2025-12-16T07:34:00,CUST-00413,East,retail,SKU-0005,8,317.29,0.00,completed
ORD-1004912,2025-12-14T06:41:00,CUST-00217,West,retail,SKU-0011,8,291.82,0.17,completed
ORD-1008535,2025-07-16T13:37:00,CUST-00596,North,retail,SKU-0028,5,239.47,0.28,completed
ORD-1005547,2025-07-14T20:23:00,CUST-01801,East,mobile,SKU-0128, 5,137.68,0.13,completed
ORD-1007680,2025-11-03T23:32:00,CUST-01698,East,web,SKU-0088,4,398.38,0.34,cancelled
ORD-1001908,2025-04-03T00:26:00,CUST-00055,South,web,SKU-0127,2,438.21,0.00,completed
ORD-1002297,2025-05-27T02:59:00,CUST-00855,South,web,SKU-0144,6,140.79,0.13,completed
ORD-1001781,2025-03-31T03:39:00,CUST-01775,North,web,SKU-0087,8,224.33,0.00,completed
ORD-1010780,21/10/2025 11:47,CUST-00271,Central,web,SKU-0015,5,208.81,0.00,completed
ORD-1000269,2025-04-05T19:26:00,CUST-01630,North,retail,SKU-0122,3,119.05,0.00,completed
ORD-1006819,2025-08-04T04:38:00,CUST-01375,South,partner,SKU-0063,4,64.57,0.26,completed
ORD-1006402,2025-02-10T09:21:00,CUST-01210,Central,web,SKU-0069,2,315.87,0.15,completed
ORD-1009275,2025-05-16T12:46:00,CUST-00157,North,partner,SKU-0128,3,146.57,0.09,completed
ORD-1003149,2025-10-12T23:40:00,CUST-00339,South,mobile,SKU-0087,1,263.57,0.23,completed
ORD-1001801,2025-02-26T06:18:00,CUST-01422,South,web,SKU-0020,8,85.07,0.00,completed
ORD-1002275,2025-03-12T01:11:00,CUST-00905,South,web,SKU-0028,-4,274.54,0.00,returned
ORD-1010719,2025-10-21T17:57:00,CUST-02291,Central,retail,SKU-0167,7,336.99,0.20,completed
ORD-1009728,2025-09-28T08:37:00,CUST-01196,West,retail,SKU-0146,5,390.16,0.00,completed
ORD-1000996,2025-12-11T11:12:00,CUST-02312,South,partner,SKU-0053,4,83.80,0.00,completed
ORD-1006621,22/08/2025 22:43,CUST-01601,South,partner,SKU-0005,1,319.35,0.21,completed
ORD-1001905,2025-10-03T22:31:00,CUST-02059,West,partner,SKU-0169,-2,336.14,0.00,returned
ORD-1004551,18/05/2025 21:25,CUST-00967,East,partner,SKU-0025,8,379.97,0.00,completed
ORD-1003845,2025-03-16T19:18:00,CUST-00911,North,partner,SKU-0083,-6,50.99,0.27,returned
ORD-1009939,15/04/2025 16:04,CUST-01902,Central,web,SKU-0166,1,166.93,0.18,completed
ORD-1000729,2025-12-30T16:31:00,CUST-00997,West,partner,SKU-0155,4,60.69,0.00,completed
ORD-1002435,12/11/2025 18:47,CUST-00519,West,mobile,SKU-0141,3,211.25,0.24,completed
ORD-1004362,2025-01-25T05:41:00,CUST-00224,South,retail,SKU-0061,3,193.41,0.19,cancelled
ORD-1007874,2025-09-30T16:27:00,CUST-02161,West,retail,SKU-0026,8,288.17,0.00,completed
ORD-1004166,2025-02-16T17:28:00,CUST-01451,West,partner,SKU-0038,4,298.27,0.00,completed
ORD-1001470,2025-12-21T06:30:00,CUST-01574,Central,web,SKU-0053, -1,83.21,0.29,returned
ORD-1012262,2025-04-01T11:28:00,CUST-00339,South,retail,SKU-0045,3,25.83,0.00,completed
ORD-1008991,2025-04-12T08:13:00,CUST-00873,South,mobile,SKU-0046,2,466.10,0.07,completed
ORD-1011824,2025-01-05T15:06:00,CUST-01175,East,web,SKU-0114,3,162.06,0.30,completed
ORD-1005383,2025-03-24T09:38:00,CUST-00429,Central,mobile,SKU-0165,1,18.18,0.14,completed
ORD-1009313,2025-08-03T10:48:00,CUST-00058,West,partner,SKU-0057,6,112.73,0.00,completed
ORD-1005268,2025-11-14T13:38:00,CUST-01313,South,retail,SKU-0148,5 ,445.82,0.00,completed
ORD-1002296,2025-03-14T20:05:00,CUST-01317,Central,partner,SKU-0040,5,427.73,0.00,completed
ORD-1010880,2025-10-16T13:18:00,CUST-01406,East,mobile,SKU-0040,5,425.41,0.00,completed
ORD-1006829,2025-07-04T02:02:00,CUST-00403,East,retail,SKU-0097,5,187.66,0.00,completed
ORD-1008455,2025-02-27T08:51:00,CUST-02084,Central,retail,SKU-0066,2,121.07,0.07,completed
ORD-1012178,2025-02-20T12:42:00,CUST-00048,East,web,SKU-0061,3,192.47,0.22,completed
ORD-1001543,2025-02-11T23:46:00,CUST-00551,West,mobile,SKU-0151,6,282.45,0.23,completed
ORD-1005371,2025-10-08T10:36:00,CUST-00533,South,web,SKU-0089,5,193.42,0.00,completed
ORD-1003362,2025-01-01T04:49:00,CUST-02300,West,mobile,SKU-0166,2,166.28,0.00,completed
ORD-1009284,2025-11-17T15:06:00,CUST-00237,North,mobile,SKU-0166,7,183.79,0.23,completed
ORD-1007770,2025-05-31T20:57:00,CUST-01370,North,web,SKU-0140,7,88.20,0.22,completed
ORD-1000794,2025-04-19T10:20:00,CUST-00444,East,retail,SKU-0079,4,414.13,0.00,completed
ORD-1004236,2025-08-02T16:43:00,CUST-00357,South,partner,SKU-0164,3,221.95,0.08,completed
ORD-1006799,2025-01-23T06:01:00,CUST-00523,East,partner,SKU-0176,1,316.66,0.15,completed
ORD-1002552,2025-08-26T17:27:00,CUST-00633,West,partner,SKU-0082,8,277.68,0.11,completed
ORD-1010184,2025-03-02T10:18:00,CUST-02102,East,partner,SKU-0091,8,500.45,0.00,cancelled
ORD-1007954,2025-07-01T07:03:00,CUST-01717,East,partner,SKU-0044,1,218.59,0.28,completed
ORD-1007303,2025-06-21T21:51:00,CUST-01381,Central,web,SKU-0073,7,327.70,0.12,completed
ORD-1000005,2025-07-22T10:27:00,CUST-01753,North,web,SKU-0109,3,16.05,0.23,completed
ORD-1001368,2025-05-10T10:48:00,CUST-00807,Central,retail,SKU-0126,4,214.45,0.27,completed
ORD-1010326,2025-03-01T09:02:00,CUST-00018,Central,partner,SKU-0001,-7,314.27,0.09,returned
ORD-1009869,2025-08-25T14:58:00,CUST-00832,East,retail,SKU-0092,2,431.27,0.20,completed
ORD-1012252,2025-12-17T09:39:00,CUST-00031,North,retail,SKU-0137,5,315.91,0.33,completed
ORD-1007020,2025-06-28T13:06:00,CUST-00468,East,partner,SKU-0066,7,131.21,0.00,completed
ORD-1001539,2025-01-19T23:33:00,CUST-01858,North,partner,SKU-0043,5,458.34,0.19,completed
ORD-1003103,2025-11-27T22:09:00,CUST-01846,South,web,SKU-0013,-3,53.69,0.00,returned
ORD-1000520,2025-11-24T12:50:00,CUST-02375,West,retail,SKU-0118,1 ,72.74,0.17,completed
ORD-1002177,2025-05-18T00:35:00,CUST-01774,North,mobile,SKU-0116,7,139.49,,cancelled
ORD-1012813,2025-08-04T14:31:00,CUST-01030,North,partner,SKU-0100,8,380.94,0.00,completed
ORD-1000412,2025-03-27T12:35:00,CUST-01584,East,partner,SKU-0180,7,176.80,0.00,completed
ORD-1003764,18/12/2025 20:05,CUST-00583,West,partner,SKU-0097,1,192.89,0.00,completed
ORD-1009223,2025-07-19T21:57:00,CUST-01486,North,partner,SKU-0110,8,41.19,0.00,completed
ORD-1008239,2025-06-25T06:39:00,CUST-02109,North,retail,SKU-0106,1,77.87,0.28,completed
ORD-1000417,2025-08-03T23:57:00,CUST-01164,South,mobile,SKU-0114,8,164.26,0.00,completed
ORD-1000960,2025-10-26T13:21:00,CUST-01855,East,retail,SKU-0034,4,425.10,0.26,completed
ORD-1000453,2025-02-28T23:08:00,CUST-02146,West,retail,SKU-0037,1,312.71,0.13,completed
ORD-1007266,2025-10-02T04:05:00,CUST-01206,East,web,SKU-0164,8,235.90,0.00,completed
ORD-1006548,2025-06-08T15:19:00,CUST-01403,West,partner,SKU-0099,1.0,282.70,0.00,completed
ORD-1004416,2025-02-09T00:48:00,CUST-01189,East,mobile,SKU-0034,7,442.08,0.11,completed
ORD-1012134,2025-02-21T16:26:00,CUST-01611,West,mobile,SKU-0152,6,334.07,0.35,completed
ORD-1008709,2025-05-06T08:32:00,CUST-00155,East,retail,SKU-0010,7,142.39,0.00,completed
ORD-1000695,2025-09-13T11:41:00,CUST-01710,South,mobile,SKU-0129,2,255.60,,completed
ORD-1007070,2025-03-05T14:47:00,CUST-01436,East,partner,SKU-0053,7.0,72.27,0.17,completed
ORD-1011493,2025-03-18T02:36:00,CUST-00631,North,mobile,SKU-0015, 5,215.77,0.00,completed
ORD-1002416,2025-06-04T03:24:00,CUST-01447,South,retail,SKU-0018,3,435.90,0.00,completed
ORD-1006455,2025-12-28T18:36:00,CUST-00851,North,mobile,SKU-0155,5,65.63,0.00,completed
ORD-1005723,2025-03-24T10:53:00,CUST-02121,West,mobile,SKU-0063,3,72.74,0.10,completed
ORD-1002774,2025-05-06T22:21:00,CUST-00712,Central,web,SKU-0029,1,228.93,0.31,completed
ORD-1001782,2025-06-19T12:59:00,CUST-00324,Central,mobile,SKU-0152,2,374.76,0.00,completed
ORD-1011253,2025-01-23T09:59:00,CUST-02086,East,retail,SKU-0113,5,20.17,0.00,completed
ORD-1004766,2025-08-18T10:40:00,CUST-01362,Central,retail,SKU-0055,2,211.72,0.17,completed
ORD-1002502,2025-04-12T08:09:00,CUST-01120,East,retail,SKU-0064, 6,153.09,0.00,completed
ORD-1009554,2025-01-03T09:01:00,CUST-00421,North,web,SKU-0046, 3,412.29,0.08,completed
ORD-1007045,2025-01-15T19:44:00,CUST-00625,Central,partner,SKU-0043,6,449.72,0.00,cancelled
ORD-1004703,2025-03-09T12:04:00,CUST-01512,West,mobile,SKU-0054,4,111.31,0.33,completed
ORD-1007966,2025-11-11T00:07:00,CUST-01606,North,partner,SKU-0009,6,347.53,0.32,completed
ORD-1010792,2025-11-09T00:09:00,CUST-01619,South,web,SKU-0126,5,234.32,0.00,completed
ORD-1000949,2025-06-30T00:20:00,CUST-01836,West,mobile,SKU-0094,3,116.57,0.00,completed
ORD-1010700,2025-07-26T02:05:00,CUST-00338,North,partner,SKU-0125,8,169.12,0.29,cancelled
ORD-1002483,24/07/2025 16:00,CUST-02195,East,mobile,SKU-0106,6,71.61,0.00,completed
ORD-1005567,2025-08-26T13:39:00,CUST-01611,West,mobile,SKU-0146,5,434.66,,completed
ORD-1011120,2025-12-26T16:12:00,CUST-01093,West,web,SKU-0089,3,220.48,0.00,completed
ORD-1010357,14/12/2025 02:08,CUST-00871,Central,mobile,SKU-0092,6,365.06,0.07,completed
ORD-1003256,2025-08-20T23:13:00,CUST-01493,West,mobile,SKU-0156,8,179.72,0.00,completed
ORD-1010075,2025-10-21T03:42:00,CUST-00527,Central,web,SKU-0034, 5,491.56,0.20,completed
ORD-1002556,2025-12-25T23:00:00,CUST-01366,East,web,SKU-0010,2,151.05,0.17,completed
ORD-1007800,2025-02-24T23:48:00,CUST-00065,North,retail,SKU-0066,4,136.75,0.00,completed
ORD-1011501,2025-09-27T06:21:00,CUST-01699,North,mobile,SKU-0146,8,436.48,0.17,completed
ORD-1010717,2025-04-11T13:37:00,CUST-00923,West,web,SKU-0165,3,16.47,0.00,completed
ORD-1012106,2025-08-28T14:56:00,CUST-01026,South,retail,SKU-0036,8,292.62,0.24,completed
ORD-1009391,2025-07-19T02:33:00,CUST-01625,East,partner,SKU-0133,1,412.16,0.00,completed
ORD-1002463,2025-01-17T02:05:00,CUST-00148,Central,mobile,SKU-0173,-8,148.39,0.00,returned
ORD-1000973,2025-06-24T02:45:00,CUST-01790,East,partner,SKU-0016,5,109.51,0.13,completed
ORD-1011511,2025-05-28T20:02:00,CUST-02249,South,retail,SKU-0076,7,289.39,0.00,completed
ORD-1011077,18/07/2025 06:56,CUST-02192,East,retail,SKU-0049,-1,456.18,0.00,returned
ORD-1006027,2025-10-10T20:28:00,CUST-01376,East,mobile,SKU-0134,3,182.27,0.12,completed
ORD-1002459,2025-02-14T14:37:00,CUST-00509,West,mobile,SKU-0025,2,369.53,0.00,completed
ORD-1003576,2025-08-06T22:57:00,CUST-02036,Central,retail,SKU-0153,7,299.14,0.16,completed
ORD-1000352,2025-02-20T03:18:00,CUST-01924,North,partner,SKU-0006,5,356.47,0.29,completed
ORD-1000059,2025-01-10T18:01:00,CUST-00146,North,web,SKU-0066,-8,122.39,0.00,returned
ORD-1011842,2025-02-12T00:08:00,CUST-00784,Central,retail,SKU-0002,5.0,82.40,0.30,completed
ORD-1005372,2025-12-03T14:15:00,CUST-01670,Central,web,SKU-0154,8,398.20,0.15,completed
ORD-1002077,2025-11-02T02:33:00,CUST-02018,South,mobile,SKU-0148,2,415.66,0.00,completed
ORD-1009544,2025-02-20T18:37:00,CUST-01973,East,mobile,SKU-0080,5.0,222.66,0.00,completed
ORD-1005573,2025-07-23T21:51:00,CUST-02388,North,mobile,SKU-0104,7,441.99,0.21,completed
ORD-1000326,2025-10-10T17:22:00,CUST-01238,North,mobile,SKU-0047,6,140.77,0.28,completed
ORD-1001609,2025-05-12T15:46:00,CUST-01643,West,partner,SKU-0105,1,378.25,0.00,cancelled
ORD-1003963,2025-12-18T00:27:00,CUST-01129,East,retail,SKU-0155,1,66.11,0.14,cancelled
ORD-1002592,2025-11-30T05:45:00,CUST-01280,West,mobile,SKU-0030,6,377.69,0.00,cancelled
ORD-1006193,2025-04-09T04:24:00,CUST-02187,South,mobile,SKU-0066,6 ,125.74,0.18,completed
ORD-1000249,2025-09-10T14:03:00,CUST-02396,North,partner,SKU-0006,8,368.51,,completed
ORD-1010809,2025-06-02T06:25:00,CUST-01477,South,retail,SKU-0143,1,136.06,0.00,completed
ORD-1006497,2025-02-26T17:15:00,CUST-00044,South,mobile,SKU-0079,1,402.58,0.13,completed
ORD-1008961,2025-05-22T14:39:00,CUST-00350,Central,retail,SKU-0015,7,193.29,0.00,completed
ORD-1000081,2025-03-08T04:07:00,CUST-01589,West,mobile,SKU-0138,1 ,481.23,0.17,completed
ORD-1011266,2025-03-09T03:13:00,CUST-01820,East,web,SKU-0095,6,92.07,0.00,completed
ORD-1009410,2025-09-17T03:23:00,CUST-01034,South,mobile,SKU-0093,5,458.28,0.00,completed
ORD-1012223,2025-09-22T02:34:00,CUST-00789,Central,partner,SKU-0022,5,267.20,,completed
ORD-1002160,2025-09-27T10:23:00,CUST-00721,West,partner,SKU-0172,8,206.59,0.31,completed
ORD-1007084,2025-01-10T21:07:00,CUST-02321,North,retail,SKU-0088,6,388.49,0.00,completed
ORD-1009654,2025-04-16T16:18:00,CUST-00223,South,web,SKU-0059,2,70.61,0.19,completed
ORD-1000030,2025-09-29T10:48:00,CUST-00678,South,mobile,SKU-0167,5,352.26,,completed
ORD-1000116,01/01/2025 10:11,CUST-01102,South,partner,SKU-0076,3,315.89,0.00,completed
ORD-1012384,2025-03-21T21:33:00,CUST-02227,Central,retail,SKU-0051,8,416.56,0.00,completed
ORD-1005199,2025-07-29T23:13:00,CUST-00481,East,retail,SKU-0004,5,111.22,0.00,completed
ORD-1007873,2025-01-12T00:34:00,CUST-00724,South,mobile,SKU-0169,-3,317.42,0.00,returned
ORD-1009912,2025-10-07T09:34:00,CUST-01340,South,web,SKU-0117,5,154.55,0.05,completed
ORD-1007745,2025-05-18T01:06:00,CUST-01509,Central,partner,SKU-0116,2 ,136.67,0.32,cancelled
ORD-1006140,2025-02-12T01:43:00,CUST-00087,North,web,SKU-0129,4,281.40,0.17,completed
ORD-1007674,2025-09-19T14:28:00,CUST-01682,North,web,SKU-0130,6,164.29,0.00,completed
ORD-1006188,2025-07-14T20:34:00,CUST-00903,West,mobile,SKU-0022,4,277.19,0.00,completed
ORD-1003544,2025-06-18T19:46:00,CUST-01724,West,retail,SKU-0150,8 ,29.60,0.00,completed
ORD-1012676,2025-09-29T02:16:00,CUST-01748,East,partner,SKU-0117,8,143.14,0.00,completed
ORD-1012678,2025-09-06T20:04:00,CUST-01518,North,retail,SKU-0093,1,410.21,0.00,completed
ORD-1009148,2025-07-02T01:32:00,CUST-01482,North,retail,SKU-0158,8 ,325.90,0.00,completed
ORD-1002915,2025-04-14T23:58:00,CUST-00502,South,partner,SKU-0063,5,66.57,0.00,completed
ORD-1001166,2025-08-14T12:42:00,CUST-00630,Central,mobile,SKU-0143,4,131.96,0.00,completed
ORD-1012366,2025-11-30T10:32:00,CUST-00228,West,retail,SKU-0093,5,439.03,0.18,completed
ORD-1010142,2025-12-04T19:08:00,CUST-00366,Central,web,SKU-0107,4,282.11,0.17,completed
ORD-1000457,2025-05-30T14:39:00,CUST-00431,East,partner,SKU-0029,-8,224.31,0.00,returned
ORD-1009675,2025-11-18T01:46:00,CUST-02086,East,partner,SKU-0076,3,305.76,0.34,completed
ORD-1012459,2025-08-04T00:18:00,CUST-01918,South,web,SKU-0073,5,329.69,0.15,completed
ORD-1009165,2025-06-23T03:29:00,CUST-02373,Central,partner,SKU-0144,2,139.96,0.35,completed
ORD-1006765,2025-07-10T13:49:00,CUST-01256,North,partner,SKU-0038,8,304.50,0.22,completed
ORD-1008375,2025-05-03T15:48:00,CUST-01835,West,mobile,SKU-0049,1,485.12,0.00,completed
ORD-1004950,30/03/2025 12:30,CUST-01005,South,web,SKU-0114, 8,156.58,0.00,completed
ORD-1007628,2025-05-25T18:56:00,CUST-00542,West,web,SKU-0089,6,192.93,0.00,completed
ORD-1007633,2025-07-08T01:09:00,CUST-00475,West,web,SKU-0014,2,413.40,0.08,completed
ORD-1009496,2025-05-06T15:55:00,CUST-01978,North,retail,SKU-0077,7 ,346.23,0.27,completed
ORD-1005535,2025-07-23T12:23:00,CUST-02316,South,mobile,SKU-0111,-8,215.38,0.00,returned
ORD-1000631,2025-09-11T17:23:00,CUST-02237,West,retail,SKU-0165,2,18.71,0.00,completed
ORD-1002681,2025-12-10T09:06:00,CUST-01882,West,retail,SKU-0021,6,347.31,0.06,completed
ORD-1004509,2025-05-14T15:03:00,CUST-01968,West,retail,SKU-0172,8,192.22,0.10,completed
ORD-1010449,2025-06-09T01:43:00,CUST-00375,South,web,SKU-0055,1,184.65,0.00,completed
ORD-1011640,2025-04-07T08:09:00,CUST-01373,South,mobile,SKU-0072,7,429.89,0.16,completed
ORD-1002999,2025-03-22T02:26:00,CUST-02200,Central,retail,SKU-0146,3,411.85,0.00,completed
ORD-1011333,2025-02-02T16:07:00,CUST-01289,West,mobile,SKU-0173,2,162.71,0.00,completed
ORD-1002648,2025-08-19T09:54:00,CUST-01854,Central,retail,SKU-0179,2,18.37,0.00,completed
ORD-1000700,2025-04-17T05:32:00,CUST-02252,East,web,SKU-0146,1,393.64,0.34,completed
ORD-1011189,2025-06-08T16:22:00,CUST-01801,East,mobile,SKU-0161,5,404.93,0.26,completed
ORD-1005394,2025-10-29T04:20:00,CUST-01031,Central,mobile,SKU-0016,7,114.77,0.24,completed
ORD-1002901,2025-06-01T09:21:00,CUST-00843,North,mobile,SKU-0114,5,174.76,0.06,completed
ORD-1008339,2025-12-31T19:15:00,CUST-01996,North,web,SKU-0090,3.0,83.25,0.22,completed
ORD-1012327,2025-01-12T15:02:00,CUST-01460,Central,retail,SKU-0100,1,368.60,0.29,cancelled
ORD-1001902,2025-07-17T18:43:00,CUST-01242,North,web,SKU-0002,2,82.86,0.00,completed
ORD-1005767,2025-02-05T22:14:00,CUST-02164,South,mobile,SKU-0029,4,253.12,0.09,completed
ORD-1005508,2025-06-04T13:45:00,CUST-00602,Central,partner,SKU-0157,1,446.42,0.00,completed
ORD-1004010,14/10/2025 14:37,CUST-02219,North,partner,SKU-0138,4,460.12,0.00,completed
ORD-1005771,2025-09-06T10:01:00,CUST-00256,East,partner,SKU-0005,8,277.98,0.17,completed
ORD-1001407,2025-02-01T05:22:00,CUST-01912,East,partner,SKU-0062,2,51.40,0.00,completed
ORD-1011448,2025-10-26T16:05:00,CUST-01504,West,retail,SKU-0093,6,422.58,0.00,completed
ORD-1011658,2025-03-14T16:13:00,CUST-01817,West,partner,SKU-0173,6,165.42,0.00,completed
ORD-1011282,2025-07-20T16:18:00,CUST-00602,Central,web,SKU-0120,6,92.04,0.00,completed
ORD-1001271,2025-07-27T16:28:00,CUST-00931,Central,mobile,SKU-0132,2,96.42,0.12,completed
ORD-1011287,2025-01-09T08:10:00,CUST-00391,North,partner,SKU-0166,8,168.34,0.00,completed
ORD-1003275,2025-01-28T17:50:00,CUST-00634,East,partner,SKU-0084,1,322.69,0.07,cancelled
ORD-1010991,2025-01-27T01:05:00,CUST-00976,West,web,SKU-0129,-2,254.53,0.00,returned
ORD-1007597,2025-12-18T08:04:00,CUST-01940,Central,retail,SKU-0013,5,55.34,0.00,completed
ORD-1000295,2025-10-06T03:58:00,CUST-01531,East,retail,SKU-0039,1,303.35,0.07,completed
ORD-1011713,2025-05-04T03:21:00,CUST-00482,North,web,SKU-0022,2,258.11,0.00,completed
ORD-1000132,2025-05-04T00:07:00,CUST-01085,Central,web,SKU-0023,2,41.13,0.26,completed
ORD-1003271,12/04/2025 22:48,CUST-00599,West,mobile,SKU-0099,7,262.82,0.00,completed
ORD-1008363,2025-12-10T10:23:00,CUST-02337,East,mobile,SKU-0140,2,87.18,0.33,completed
ORD-1002367,2025-12-09T20:08:00,CUST-00557,North,mobile,SKU-0173,4,161.94,0.12,completed
ORD-1007253,2025-02-24T15:31:00,CUST-01667,East,web,SKU-0126,4,216.46,0.32,completed
